3.044022247195243835e-02,3.592163696885108948e-02,1.000000047497451305e-03
1.775736734271049500e-02,2.648565359413623810e-02,1.000000047497451305e-03
1.486335508525371552e-02,1.770274341106414795e-02,1.000000047497451305e-03
1.335008256137371063e-02,1.491202041506767273e-02,1.000000047497451305e-03
1.211212202906608582e-02,1.303915772587060928e-02,1.000000047497451305e-03
1.084541529417037964e-02,1.563004590570926666e-02,1.000000047497451305e-03
1.027105748653411865e-02,1.272244006395339966e-02,1.000000047497451305e-03
1.032700669020414352e-02,1.440803240984678268e-02,1.000000047497451305e-03
9.614884853363037109e-03,1.019896473735570908e-02,1.000000047497451305e-03
9.252971038222312927e-03,1.230988837778568268e-02,1.000000047497451305e-03
8.688386529684066772e-03,9.600576944649219513e-03,1.000000047497451305e-03
8.772156201303005219e-03,2.297405712306499481e-02,1.000000047497451305e-03
8.090335875749588013e-03,1.251159980893135071e-02,1.000000047497451305e-03
8.209587074816226959e-03,9.793903678655624390e-03,1.000000047497451305e-03
8.096515201032161713e-03,1.357366330921649933e-02,1.000000047497451305e-03
7.664693985134363174e-03,8.681143634021282196e-03,1.000000047497451305e-03
7.446153555065393448e-03,1.265838928520679474e-02,1.000000047497451305e-03
7.189115043729543686e-03,1.147014275193214417e-02,1.000000047497451305e-03
6.717421114444732666e-03,8.083873428404331207e-03,1.000000047497451305e-03
6.659171544015407562e-03,7.858029566705226898e-03,1.000000047497451305e-03
6.299399305135011673e-03,9.105723351240158081e-03,1.000000047497451305e-03
6.194112356752157211e-03,7.858807221055030823e-03,1.000000047497451305e-03
5.815571174025535583e-03,7.812697440385818481e-03,1.000000047497451305e-03
6.107895635068416595e-03,8.557002060115337372e-03,1.000000047497451305e-03
5.892176646739244461e-03,7.297096308320760727e-03,1.000000047497451305e-03
5.410345736891031265e-03,7.823437452316284180e-03,1.000000047497451305e-03
5.589857231825590134e-03,8.820164948701858521e-03,1.000000047497451305e-03
5.273498594760894775e-03,8.565562777221202850e-03,1.000000047497451305e-03
5.415122490376234055e-03,8.135054260492324829e-03,1.000000047497451305e-03
5.061000585556030273e-03,7.281887810677289963e-03,1.000000047497451305e-03
5.019141361117362976e-03,8.014193736016750336e-03,1.000000047497451305e-03
