4.517279425339741441e-08,1.959410416735014237e-08,6.424956866158388883e-08,8.527663689284678190e-08,8.221835577621465941e-08,7.466606841331492482e-08,1.005407759002256812e-07,1.647987735533507584e-08,6.079634819612628580e-08,9.276042504867045817e-08,6.824798646538307278e-09,8.937323376563481526e-08,6.369486494271811704e-09,9.015062476321343576e-08,8.690846779764011324e-08,-6.207843311131000519e-03,7.407208904623985291e-04,-1.909676939249038696e-05,1.361636444926261902e-03,1.461002044379711151e-03,1.410416327416896820e-03,-1.402732916176319122e-03,-9.353011846542358398e-04,1.862019300460815430e-03,7.841167971491813660e-04,-5.324371159076690674e-05,8.631208911538124084e-04,-6.586480885744094849e-04,-7.119206711649894714e-04,-3.241234458982944489e-03
7.729734108570966259e-08,1.448140264265735518e-08,5.925872019946690684e-08,2.531004591899385298e-08,1.097726521487145221e-07,9.412314017001795545e-08,3.964774906298944775e-08,8.906048202611397899e-08,6.437677062198698116e-08,3.129311269943835981e-08,3.974137795808333684e-08,6.479363777558289694e-08,3.178703359520380446e-08,9.052077068081998290e-08,1.134810474816393159e-08,1.939447224140167236e-02,-1.984005328267812729e-03,-1.833334099501371384e-03,-2.156070433557033539e-03,1.691102515906095505e-03,1.816249452531337738e-03,5.177595652639865875e-03,5.555323790758848190e-03,2.644676715135574341e-05,1.130129676312208176e-03,1.138649415224790573e-03,-1.226171385496854782e-03,2.035888610407710075e-03,-3.877175971865653992e-03,4.089875146746635437e-03
9.863584950192969386e-08,7.386262777841487563e-08,5.716924722646271215e-08,7.160824075773531815e-08,8.870284768061480697e-08,7.676708497440180978e-08,3.201735238923408015e-08,2.950908614678049385e-08,2.718636673410807669e-08,4.202064642464197116e-08,1.301334688960362699e-08,6.210217229757180419e-08,5.778406527108189560e-09,1.284950302615239832e-08,4.651086181260200167e-08,3.386407159268856049e-03,3.009286243468523026e-03,4.514302127063274384e-03,1.157934777438640594e-03,1.409661490470170975e-03,2.091661561280488968e-03,-6.356874015182256699e-03,-5.624847952276468277e-03,1.396843465045094490e-03,1.181048108264803886e-03,1.947428099811077118e-04,6.661680527031421661e-04,9.253155440092086792e-05,5.313449073582887650e-04,1.901497947983443737e-03
4.981747691210925265e-08,1.002342055301041072e-07,5.598844767746424201e-08,5.425554775821336103e-08,2.999512756550368911e-08,2.549269781528892649e-08,1.439435680256446600e-08,3.259975405820051567e-08,3.013213720735240528e-09,3.450957784953592644e-08,2.043918732892988131e-08,1.010291922633439785e-07,6.036009818960067943e-08,1.003974121469076817e-07,9.749740714908291748e-08,-1.067599095404148102e-02,4.508043639361858368e-04,2.968600019812583923e-04,8.543184958398342133e-04,1.703561283648014069e-03,4.320897627621889114e-03,-4.238114226609468460e-03,-5.322336684912443161e-03,1.682807225733995438e-03,-1.420913264155387878e-03,-2.212296240031719208e-04,7.512709125876426697e-04,-9.728460572659969330e-04,2.456316491588950157e-03,-4.377680364996194839e-03
1.498394536800067302e-08,6.065367629077717050e-08,5.490165275906831673e-08,9.030682035909572507e-08,3.096273897012492650e-08,2.060003437453072534e-08,2.548616119563204215e-08,2.624885683212895860e-08,4.092032911352987812e-08,9.904662498967567722e-08,4.430406204895858784e-08,3.277691285069974099e-08,1.028099707959124269e-08,7.884579406555497403e-08,3.292343141585324560e-08,-9.974623098969459534e-04,1.201478298753499985e-04,2.462891861796379089e-04,-3.677421482279896736e-04,-6.543829571455717087e-03,-8.323580026626586914e-03,2.863337285816669464e-04,-8.670489769428968430e-04,7.735737599432468414e-04,-5.455883219838142395e-04,1.756420824676752090e-04,-5.000969395041465759e-06,-7.728487253189086914e-05,-1.983455615118145943e-03,-1.304214820265769958e-04
1.424361553823222493e-08,2.705615765149181263e-08,7.854808423976176474e-08,5.529279695109404049e-08,8.401377599860482605e-08,6.531849207517461179e-08,2.328694864839913719e-08,7.274191213974198906e-08,7.240346927119825492e-08,9.988222118430907697e-08,3.159146295185198720e-08,2.459220855855623938e-08,2.788443380081226098e-08,1.744140902555125689e-08,7.345277531011304949e-08,-6.767906248569488525e-03,2.396693453192710876e-04,-3.064237534999847412e-05,8.656233549118041992e-04,5.889954045414924622e-04,-2.516927197575569153e-03,-8.596557192504405975e-03,-7.487625814974308014e-03,6.665475666522979736e-05,-2.027606591582298279e-03,-7.383888587355613708e-04,1.352027524262666702e-03,-6.337892264127731323e-04,-3.508720546960830688e-04,-2.065869979560375214e-03
9.496275373249523844e-08,2.704866907102621063e-08,2.039711477341846579e-08,5.533484933234048434e-08,7.676461632019739933e-09,9.998289522105925974e-08,7.422573688785894364e-08,9.878575796938712176e-08,1.991684809116035274e-08,1.584303875932235852e-08,8.573632901942026507e-09,8.073875094826391837e-08,6.890094210120299765e-08,9.361197041472432634e-08,4.231976761593869488e-08,6.118130404502153397e-04,-5.919411778450012207e-04,-9.493450634181499481e-04,-2.449189778417348862e-04,1.875164452940225601e-04,-3.687229473143815994e-03,2.610546071082353592e-03,2.270890865474939346e-03,1.058144262060523033e-03,2.101914957165718079e-03,-3.432584926486015320e-04,-1.056962646543979645e-04,-1.776979770511388779e-04,1.429985277354717255e-03,2.203271724283695221e-04
1.028868634485023237e-07,8.696487504291543518e-08,7.057779933769578085e-08,5.079334877095537486e-08,5.248381298415441431e-08,2.465549894126234642e-08,9.234478673457525018e-09,4.317809083567170771e-08,7.160869018382347730e-08,9.390081789656018075e-08,5.389760636654076678e-08,7.038682857445315728e-08,7.436383009250943997e-08,4.496862130386711958e-08,4.740835144214604956e-09,4.191464744508266449e-03,8.678861777298152447e-04,1.613601692952215672e-03,-9.509242372587323189e-04,-6.097647827118635178e-03,-4.502082243561744690e-03,-6.374563090503215790e-04,-1.482296851463615894e-03,1.111585181206464767e-03,-5.580175202339887619e-04,2.864096895791590214e-04,-1.469236914999783039e-03,-1.883521908894181252e-04,-4.071317380294203758e-04,1.639873022213578224e-03
1.627464730266579265e-04,8.915523381453314483e-08,6.568674483001308638e-08,2.411485883783666979e-08,7.505399002365548126e-08,9.141175682922610435e-08,5.633872448677730512e-08,1.332226437093866025e-08,9.092255415876786529e-08,4.003844124414048096e-08,1.037898700479658842e-07,9.655111897092931012e-08,2.778453714069642586e-08,6.589803474444729457e-08,8.901521916471124132e-08,7.742143236100673676e-03,-3.310432657599449158e-04,-8.297916501760482788e-04,-1.872389577329158783e-03,1.317963935434818268e-03,1.878923736512660980e-03,-1.285435166209936142e-03,-2.266205381602048874e-03,2.893045544624328613e-03,-8.097151294350624084e-05,6.273873150348663330e-04,8.901245892047882080e-04,4.323539324104785919e-04,4.068367183208465576e-03,1.643029972910881042e-03
1.000000006371760897e+00,1.028151847487831508e-07,3.807714872555816388e-08,5.123232335416005155e-08,9.065916864902859850e-08,1.032673198300581952e-07,1.032128807867592348e-07,4.856593595420609580e-08,1.789448371405450498e-08,7.954926202841793284e-08,5.273529317504149548e-08,4.047895705696637788e-08,1.985549206598387266e-08,4.122739602597495654e-08,1.041105600849918322e-07,9.417078495025634766e-01,8.183559402823448181e-04,-1.974697224795818329e-04,4.733190871775150299e-03,-5.860733799636363983e-04,-2.616851590573787689e-03,5.276167765259742737e-03,6.449088454246520996e-03,-3.964134957641363144e-03,-2.462285105139017105e-03,-1.719841035082936287e-03,7.647691294550895691e-03,-2.733246888965368271e-03,9.318513795733451843e-03,-7.866793312132358551e-03
