1.009424948124292287e+00,-5.400659079052503309e-01,8.409261181815989028e-01,-1.182584497322118622e-01,9.955474138259887695e-01,-5.742045044898986816e-01,8.123356699943542480e-01,-1.404124051332473755e-01
1.010045177041951403e+00,3.328924399315434657e-02,7.982393754186437596e-01,6.952032560890774038e-01,1.020789504051208496e+00,3.363483399152755737e-02,7.897775173187255859e-01,6.893006563186645508e-01
1.015945233774040890e+00,-2.681828168362438425e-01,9.079899010638653456e-01,-2.943455751871736914e-01,9.927126765251159668e-01,-2.920789718627929688e-01,8.853597640991210938e-01,-3.118526339530944824e-01
1.003605381034981647e+00,3.787710949693142704e-01,2.067272493188674065e-01,9.077902621145370610e-01,1.021639466285705566e+00,3.718657195568084717e-01,2.051581144332885742e-01,9.135332703590393066e-01
1.004775829274347609e+00,-9.291592716182837108e-01,3.954752752267790550e-01,7.992415408103369090e-02,1.006564259529113770e+00,-9.473477602005004883e-01,3.833665251731872559e-01,7.391093671321868896e-02
1.007097005329112838e+00,-7.331665299437362115e-01,2.360728527715205138e-01,6.820858149215806021e-01,1.013683438301086426e+00,-7.412207126617431641e-01,2.319728285074234009e-01,6.786031723022460938e-01
1.006525298408417202e+00,-7.311529931029766560e-01,2.393682132016845265e-01,6.681035646205001344e-01,1.013423800468444824e+00,-7.407706975936889648e-01,2.291131019592285156e-01,6.726568341255187988e-01
1.001581292846192905e+00,1.075651538759913317e-01,4.196768208597608796e-01,9.295168808394472793e-01,1.024438858032226562e+00,1.021576151251792908e-01,4.148007333278656006e-01,9.466112256050109863e-01
1.014665605508659585e+00,1.974553885504660988e-02,1.005261707336680077e+00,2.524289462310555510e-01,1.007996678352355957e+00,-2.597644925117492676e-04,9.908804297447204590e-01,2.382395118474960327e-01
1.003492978390613022e+00,-7.370651864486283955e-01,2.264209455347891697e-01,6.706407371357463454e-01,1.014327168464660645e+00,-7.382098436355590820e-01,2.296824306249618530e-01,6.731411814689636230e-01
1.011631389207893417e+00,-7.712283417070513458e-01,6.226994704358672639e-01,2.037241879118878995e-01,1.004273176193237305e+00,-7.999210357666015625e-01,6.159031987190246582e-01,1.866489946842193604e-01
1.002658768149585100e+00,6.427085877953239712e-02,7.706319246200630246e-01,-5.823863272603676533e-01,9.977638125419616699e-01,6.535925716161727905e-02,7.718858122825622559e-01,-5.756395459175109863e-01
1.017502377676497094e+00,-4.659377708404115470e-01,-7.078168296145009863e-02,8.656252514434836787e-01,1.013454198837280273e+00,-4.687595963478088379e-01,-7.687672972679138184e-02,8.827821612358093262e-01
1.008538779398343355e+00,3.873743677486171655e-02,7.975167466641249758e-01,6.966899952017578945e-01,1.020456075668334961e+00,3.327836841344833374e-02,7.884336709976196289e-01,6.851719021797180176e-01
1.008410766072818099e+00,1.004469449609869253e-01,4.033963783828066196e-01,9.359162494104401597e-01,1.024197578430175781e+00,1.037883833050727844e-01,4.167014658451080322e-01,9.481858611106872559e-01
1.004475083841610772e+00,-6.272589367345791089e-01,6.443032137049622410e-01,4.887741062936795666e-01,1.010802984237670898e+00,-6.515176296234130859e-01,6.431415677070617676e-01,4.790908098220825195e-01
