1.008148888202220039e+00,1.000469456618238606e+00,1.733283766243472190e-01,-4.688701086863691220e-02,1.016812324523925781e+00,9.879069328308105469e-01,1.774659007787704468e-01,-5.446612834930419922e-02
1.006065651090266577e+00,1.278829288264548940e-02,-6.359159653090048492e-01,-7.892778340920434399e-01,1.014970779418945312e+00,1.384154707193374634e-02,-6.465315818786621094e-01,-7.849222421646118164e-01
1.002021216252295233e+00,6.828562650695690905e-01,7.090602452542278389e-01,-2.275288246635848166e-01,1.012084603309631348e+00,6.851531267166137695e-01,7.010821104049682617e-01,-2.333362996578216553e-01
1.010957219415897113e+00,1.497343086573527104e-01,-6.131455682639260774e-01,7.232537984544978871e-01,1.005569696426391602e+00,1.466866433620452881e-01,-6.052423715591430664e-01,7.244666218757629395e-01
1.006051441290743087e+00,6.097994172923988376e-01,3.900899280870242514e-01,-6.478860457935278205e-01,1.009602904319763184e+00,6.203819513320922852e-01,3.996058404445648193e-01,-6.491969823837280273e-01
1.019115467575082423e+00,9.894974362673434332e-01,-1.656874535947493454e-01,-1.005251918526814392e-01,1.012830615043640137e+00,9.828320741653442383e-01,-1.585501134395599365e-01,-9.794342517852783203e-02
1.016952885170111953e+00,-4.124697669917861687e-01,-3.124127661321801086e-01,-8.455207552932895165e-01,1.015058994293212891e+00,-4.165527224540710449e-01,-3.079944849014282227e-01,-8.582522869110107422e-01
1.017256455920159564e+00,-6.834113746689611801e-01,-7.092485421007038715e-01,1.062470075439804484e-01,1.010340094566345215e+00,-6.714822053909301758e-01,-7.025934457778930664e-01,1.138311773538589478e-01
1.007018376079321653e+00,-6.574290535579348227e-02,-9.352573510264687862e-01,-3.603659251538030017e-01,1.010214090347290039e+00,-5.005773156881332397e-02,-9.376931190490722656e-01,-3.580587804317474365e-01
1.008628149141841623e+00,6.244016279044640738e-01,1.259976505893116716e-01,-7.566163165162279602e-01,1.011748075485229492e+00,6.274793744087219238e-01,1.241244971752166748e-01,-7.457380890846252441e-01
1.001859068859626056e+00,8.357836096339288368e-01,-5.460065579384261181e-01,-1.248966014988142220e-01,1.007612824440002441e+00,8.177506923675537109e-01,-5.471757054328918457e-01,-1.177467703819274902e-01
1.016070728064636830e+00,-3.396064179898429236e-01,-9.331146219936933273e-01,-7.797469825250129272e-02,1.009853363037109375e+00,-3.373772501945495605e-01,-9.222693443298339844e-01,-7.451346516609191895e-02
