1.000578078175389241e+00,7.881581023019978982e-01,-2.799402227455864700e-02,5.939581223888684702e-01,1.017971396446228027e+00,7.897930145263671875e-01,-4.377087950706481934e-02,6.046253442764282227e-01
1.016507720858532027e+00,4.798985336321165418e-01,8.921985878457514563e-01,9.675038961830083328e-02,1.013741254806518555e+00,4.887433052062988281e-01,8.921405076980590820e-01,8.216053247451782227e-02
1.001998118105827285e+00,8.026548917512414949e-01,5.851629500224667657e-01,2.608128998651642605e-01,1.021198630332946777e+00,8.001030683517456055e-01,5.734266042709350586e-01,2.390494644641876221e-01
1.009730847986619162e+00,5.076363807508226245e-01,-3.901139622937875306e-01,7.387038496975348867e-01,1.010278105735778809e+00,5.017975568771362305e-01,-3.879783153533935547e-01,7.410759925842285156e-01
1.007705726868185936e+00,9.738149554350693515e-01,-8.885864787189848291e-03,2.444488842551345020e-01,1.016738533973693848e+00,9.608230590820312500e-01,-1.465325057506561279e-02,2.470659315586090088e-01
1.003089498385802969e+00,9.659188302511262370e-01,1.699137304182158498e-03,2.470639034976905291e-01,1.017456531524658203e+00,9.664263725280761719e-01,-1.395635306835174561e-02,2.442738413810729980e-01
1.009244146662247488e+00,4.778639571470604253e-01,8.963593365771858057e-01,9.806391440481650179e-02,1.012769699096679688e+00,4.814003705978393555e-01,8.896288275718688965e-01,8.257058262825012207e-02
1.001606839285601680e+00,7.003858039136597879e-01,4.732684450818252508e-01,5.967059330885111645e-01,1.024773716926574707e+00,6.906038522720336914e-01,4.748794734477996826e-01,5.845246911048889160e-01
1.000633163594071506e+00,8.072689193871939173e-01,5.877077841275719639e-01,2.628708726199281975e-01,1.023057103157043457e+00,8.092591762542724609e-01,5.826168656349182129e-01,2.521629035472869873e-01
1.019178583568867147e+00,9.185422365164506164e-01,1.800472282303877125e-01,3.916132990015069870e-01,1.021197199821472168e+00,9.254027605056762695e-01,1.769099980592727661e-01,3.898822963237762451e-01
1.015175441772679932e+00,9.806322342664522962e-01,-7.712361803300663010e-03,2.454894524170214698e-01,1.017167210578918457e+00,9.690966606140136719e-01,-9.493589401245117188e-03,2.517767846584320068e-01
1.003176554449261682e+00,4.903798148532952372e-01,8.851923089051628724e-01,9.961463408518467233e-02,1.013903737068176270e+00,4.766619205474853516e-01,8.903044462203979492e-01,8.334386348724365234e-02
