5.849173292517662048e-03,6.820321083068847656e-03,1.000000047497451305e-03
4.753043875098228455e-03,6.455458234995603561e-03,1.000000047497451305e-03
4.621244966983795166e-03,6.586046889424324036e-03,1.000000047497451305e-03
4.501027520745992661e-03,6.659677717834711075e-03,1.000000047497451305e-03
4.368248395621776581e-03,6.366023793816566467e-03,1.000000047497451305e-03
4.207513295114040375e-03,6.168491672724485397e-03,1.000000047497451305e-03
4.047033376991748810e-03,6.060892716050148010e-03,1.000000047497451305e-03
3.891612868756055832e-03,5.908353254199028015e-03,1.000000047497451305e-03
3.735276870429515839e-03,5.851277615875005722e-03,1.000000047497451305e-03
3.529092995449900627e-03,5.807092413306236267e-03,1.000000047497451305e-03
3.358111949637532234e-03,5.706578027456998825e-03,1.000000047497451305e-03
3.182184183970093727e-03,5.460205022245645523e-03,1.000000047497451305e-03
3.021558746695518494e-03,5.236867349594831467e-03,1.000000047497451305e-03
2.837841399013996124e-03,4.915914498269557953e-03,1.000000047497451305e-03
2.693314570933580399e-03,4.718053620308637619e-03,1.000000047497451305e-03
2.553905826061964035e-03,4.477071575820446014e-03,1.000000047497451305e-03
2.420332748442888260e-03,4.292060621082782745e-03,1.000000047497451305e-03
2.300097839906811714e-03,3.847876330837607384e-03,1.000000047497451305e-03
2.163796219974756241e-03,3.616543253883719444e-03,1.000000047497451305e-03
2.047579037025570869e-03,3.476088400930166245e-03,1.000000047497451305e-03
1.903697266243398190e-03,3.404846880584955215e-03,1.000000047497451305e-03
1.877477625384926796e-03,3.053940599784255028e-03,1.000000047497451305e-03
1.740255509503185749e-03,3.003886900842189789e-03,1.000000047497451305e-03
1.608521095477044582e-03,2.749740378931164742e-03,1.000000047497451305e-03
1.561402343213558197e-03,2.823152812197804451e-03,1.000000047497451305e-03
1.496313605457544327e-03,2.468629973009228706e-03,1.000000047497451305e-03
1.415404258295893669e-03,2.617821330204606056e-03,1.000000047497451305e-03
1.310997176915407181e-03,2.222018782049417496e-03,1.000000047497451305e-03
1.282194862142205238e-03,2.571941353380680084e-03,1.000000047497451305e-03
1.236326410435140133e-03,2.129911212250590324e-03,1.000000047497451305e-03
1.196978264488279819e-03,2.071945695206522942e-03,1.000000047497451305e-03
1.051853061653673649e-03,1.824855455197393894e-03,1.000000047497451305e-03
1.022792188450694084e-03,1.741721411235630512e-03,1.000000047497451305e-03
9.779799729585647583e-04,4.106636624783277512e-03,1.000000047497451305e-03
1.137883751653134823e-03,1.852730521932244301e-03,1.000000047497451305e-03
9.084168705157935619e-04,1.582145690917968750e-03,1.000000047497451305e-03
8.430059533566236496e-04,1.466877991333603859e-03,1.000000047497451305e-03
7.888658437877893448e-04,1.188953174278140068e-03,1.000000047497451305e-03
7.494450546801090240e-04,1.414200640283524990e-03,1.000000047497451305e-03
7.878067553974688053e-04,1.283285673707723618e-03,1.000000047497451305e-03
7.477283361367881298e-04,1.189166679978370667e-03,1.000000047497451305e-03
6.871432415209710598e-04,1.421236549504101276e-03,1.000000047497451305e-03
7.138224900700151920e-04,1.477505196817219257e-03,1.000000047497451305e-03
6.180662894621491432e-04,1.224629115313291550e-03,1.000000047497451305e-03
5.757167818956077099e-04,1.139493193477392197e-03,1.000000047497451305e-03
5.640058079734444618e-04,1.939060864970088005e-03,1.000000047497451305e-03
6.556233274750411510e-04,1.096433144994080067e-03,1.000000047497451305e-03
5.608801147900521755e-04,9.020590805448591709e-04,1.000000047497451305e-03
5.328550469130277634e-04,7.441191119141876698e-04,1.000000047497451305e-03
5.088688922114670277e-04,9.882829617708921432e-04,1.000000047497451305e-03
4.815749998670071363e-04,1.309594255872070789e-03,1.000000047497451305e-03
4.372017865534871817e-04,8.744166116230189800e-04,1.000000047497451305e-03
4.340414016041904688e-04,7.764685433357954025e-04,1.000000047497451305e-03
4.701122816186398268e-04,1.441832049749791622e-03,1.000000047497451305e-03
4.496567125897854567e-04,7.882688660174608231e-04,1.000000047497451305e-03
4.112997849006205797e-04,1.184954075142741203e-03,1.000000047497451305e-03
4.202220588922500610e-04,1.338668633252382278e-03,1.000000047497451305e-03
3.883072058670222759e-04,1.043912023305892944e-03,1.000000047497451305e-03
3.264438419137150049e-04,7.628392777405679226e-04,1.000000047497451305e-03
3.087804070673882961e-04,5.110612837597727776e-04,5.000000328436726704e-06
2.556500548962503672e-04,3.981961926911026239e-04,5.000000328436726704e-06
2.289254916831851006e-04,3.514954587444663048e-04,5.000000328436726704e-06
2.234493731521070004e-04,3.282230463810265064e-04,5.000000328436726704e-06
2.213406987721100450e-04,3.154852893203496933e-04,5.000000328436726704e-06
2.131283545168116689e-04,3.101602778770029545e-04,5.000000328436726704e-06
2.135719114448875189e-04,3.013504610862582922e-04,5.000000328436726704e-06
2.026164002018049359e-04,2.963665465358644724e-04,5.000000328436726704e-06
2.047464076895266771e-04,2.971696376334875822e-04,5.000000328436726704e-06
2.009982708841562271e-04,2.940876584034413099e-04,5.000000328436726704e-06
2.012328768614679575e-04,2.932134666480123997e-04,5.000000328436726704e-06
1.964326074812561274e-04,2.904713037423789501e-04,5.000000328436726704e-06
2.034800854744389653e-04,2.918257378041744232e-04,5.000000328436726704e-06
1.965777628356590867e-04,2.903065178543329239e-04,5.000000328436726704e-06
1.920247304951772094e-04,2.895117504522204399e-04,5.000000328436726704e-06
1.922642550198361278e-04,2.856400969903916121e-04,5.000000328436726704e-06
1.963346003321930766e-04,2.870800963137298822e-04,5.000000328436726704e-06
1.934449392138049006e-04,2.869644667953252792e-04,5.000000328436726704e-06
1.932996674440801144e-04,2.867538714781403542e-04,9.999999974752427079e-07
1.881004427559673786e-04,2.866681024897843599e-04,9.999999974752427079e-07
1.966402633115649223e-04,2.861802349798381329e-04,9.999999974752427079e-07
1.957361673703417182e-04,2.859942323993891478e-04,9.999999974752427079e-07
2.008804731303825974e-04,2.862020337488502264e-04,9.999999974752427079e-07
1.936654734890908003e-04,2.849545562639832497e-04,9.999999974752427079e-07
1.885291130747646093e-04,2.835180494002997875e-04,9.999999974752427079e-07
1.940300426213070750e-04,2.835643244907259941e-04,9.999999974752427079e-07
1.943225506693124771e-04,2.846644201781600714e-04,9.999999974752427079e-07
1.928582496475428343e-04,2.842529502231627703e-04,9.999999974752427079e-07
1.908297708723694086e-04,2.843265829142183065e-04,9.999999974752427079e-07
1.882971555460244417e-04,2.838232321664690971e-04,9.999999974752427079e-07
1.924029056681320071e-04,2.830208395607769489e-04,9.999999974752427079e-07
1.922455994645133615e-04,2.838319342117756605e-04,9.999999974752427079e-07
1.953851897269487381e-04,2.833523612935096025e-04,9.999999974752427079e-07
1.919691276270896196e-04,2.828806755132973194e-04,9.999999974752427079e-07
1.935240434249863029e-04,2.826835843734443188e-04,9.999999974752427079e-07
1.941227528732270002e-04,2.825270057655870914e-04,9.999999974752427079e-07
1.943548122653737664e-04,2.827655989676713943e-04,9.999999974752427079e-07
1.936362241394817829e-04,2.834391489159315825e-04,9.999999974752427079e-07
1.899065682664513588e-04,2.838147047441452742e-04,9.999999974752427079e-07
1.977783249458298087e-04,2.835458726622164249e-04,9.999999974752427079e-07
1.945955882547423244e-04,2.838342334143817425e-04,9.999999974752427079e-07
1.897509209811687469e-04,2.845838316716253757e-04,9.999999974752427079e-07
1.882251963252201676e-04,2.835509658325463533e-04,9.999999974752427079e-07
1.967750431504100561e-04,2.833312610164284706e-04,9.999999974752427079e-07
1.929250138346105814e-04,2.850912278518080711e-04,9.999999974752427079e-07
1.960886875167489052e-04,2.845766721293330193e-04,9.999999974752427079e-07
1.923619856825098395e-04,2.843040856532752514e-04,9.999999974752427079e-07
1.912846055347472429e-04,2.828803553711622953e-04,9.999999974752427079e-07
1.882539072539657354e-04,2.843391557689756155e-04,9.999999974752427079e-07
1.828192180255427957e-04,2.839097578544169664e-04,9.999999974752427079e-07
1.932380109792575240e-04,2.859945234376937151e-04,9.999999974752427079e-07
