4.143806566559411243e-03,4.057605750858783722e-03
7.453254926766542283e-03,7.091183215379714966e-03
6.133623707216366572e-03,6.166098639369010925e-03
6.399683545027260063e-03,6.174299865961074829e-03
7.792087118702160572e-03,7.776330225169658661e-03
6.334837409078733841e-03,6.429304834455251694e-03
4.781581496976904100e-03,4.810757003724575043e-03
8.812501903923042681e-03,8.968172594904899597e-03
9.033441400007872005e-03,8.882842957973480225e-03
4.979241527983282664e-03,4.814342129975557327e-03
8.763155118269482652e-03,8.307858370244503021e-03
5.047639075071657690e-03,4.809726029634475708e-03
7.463446174329667337e-03,7.083109114319086075e-03
3.447900899532317827e-03,3.101646434515714645e-03
9.917957965337204085e-03,9.584674611687660217e-03
7.652804526905889609e-03,7.366332225501537323e-03
1.124145492712824712e-02,1.080081611871719360e-02
8.083871645905849057e-03,7.694442290812730789e-03
9.235259244351924982e-03,8.900843560695648193e-03
5.518031322900117733e-03,5.269869230687618256e-03
4.851512266748687907e-03,4.318520892411470413e-03
8.816446193766983713e-03,8.548852987587451935e-03
9.634930476902529503e-03,9.203996509313583374e-03
8.374659898971114139e-03,8.021323010325431824e-03
1.199362983695680465e-02,1.148316636681556702e-02
8.977136265649837341e-03,8.161763660609722137e-03
9.443593408875317410e-03,8.789737708866596222e-03
9.470908255448728247e-03,8.579698391258716583e-03
1.012400025206761436e-02,9.340025484561920166e-03
1.181077068346086424e-02,1.112104952335357666e-02
1.108378345304852387e-02,1.001055072993040085e-02
1.504930571070643187e-02,1.398985553532838821e-02
1.191976988859613264e-02,1.077287178486585617e-02
1.644798911134316005e-02,1.539249345660209656e-02
1.795277140911229544e-02,1.677590049803256989e-02
1.308570150629152946e-02,1.160319522023200989e-02
1.729714793568884121e-02,1.567957922816276550e-02
1.590216755012187344e-02,1.401481870561838150e-02
2.296928048165037053e-02,2.091942541301250458e-02
2.427035674363332493e-02,2.166508510708808899e-02
2.613137234202516160e-02,2.314463444054126740e-02
2.783934896209615609e-02,2.478168904781341553e-02
3.061265733295354813e-02,2.701667696237564087e-02
3.605855313511997784e-02,3.231006115674972534e-02
4.006277516790943127e-02,3.553090989589691162e-02
4.634577857472949730e-02,4.038215428590774536e-02
5.864068365233953556e-02,5.070590972900390625e-02
6.957685250234472984e-02,6.043411418795585632e-02
8.152843681750103488e-02,6.919804960489273071e-02
1.038005257880397908e-01,8.339428901672363281e-02
1.249085166093863025e-01,1.025842279195785522e-01
1.474825905290645112e-01,1.149735897779464722e-01
1.629719186001696851e-01,1.403639614582061768e-01
1.697740292082550451e-01,1.349046528339385986e-01
1.705498346230641116e-01,1.397556960582733154e-01
1.702132289517894470e-01,1.402458697557449341e-01
1.520755445242199799e-01,1.256141811609268188e-01
1.375911665252497196e-01,1.167760193347930908e-01
1.259091967962089331e-01,1.065889000892639160e-01
1.121712372907693600e-01,9.927745908498764038e-02
1.042068400904861830e-01,9.214360266923904419e-02
9.721173465713724149e-02,8.826416730880737305e-02
9.765295549027099009e-02,9.030126035213470459e-02
1.060382911640183889e-01,9.921339154243469238e-02
1.115812379979790603e-01,1.051434949040412903e-01
1.293486561397234613e-01,1.222945749759674072e-01
1.531622487285071166e-01,1.462824791669845581e-01
1.841696630258880529e-01,1.744722425937652588e-01
2.285594501348252872e-01,2.193220853805541992e-01
2.762127712274733415e-01,2.608593702316284180e-01
3.303723441550804885e-01,3.053856492042541504e-01
3.851385318456428397e-01,3.569747805595397949e-01
4.286731379295636857e-01,4.060187935829162598e-01
4.525544507453412857e-01,4.172132015228271484e-01
4.547687547659394758e-01,4.236862361431121826e-01
4.370786582494424199e-01,4.100640416145324707e-01
3.946631269895325422e-01,3.660069108009338379e-01
3.430511158802259097e-01,3.202802836894989014e-01
2.913907723266262462e-01,2.736490368843078613e-01
2.459747023796969023e-01,2.328627109527587891e-01
2.147549873490182948e-01,2.053884863853454590e-01
1.864783357136040876e-01,1.798918843269348145e-01
1.712807442632762189e-01,1.665137112140655518e-01
1.647684515821656037e-01,1.609348356723785400e-01
1.748109879101811537e-01,1.716076135635375977e-01
1.864210890163710832e-01,1.821473389863967896e-01
2.116378679617111624e-01,2.076978981494903564e-01
2.460411324382698051e-01,2.403515130281448364e-01
2.951054791026067048e-01,2.888996601104736328e-01
3.531669196871490279e-01,3.427206873893737793e-01
4.203882179410648456e-01,4.078132510185241699e-01
4.854659501525216969e-01,4.690989255905151367e-01
5.409960653779860573e-01,5.242956280708312988e-01
5.699947324945953131e-01,5.484400987625122070e-01
5.643102360655574135e-01,5.442091822624206543e-01
5.411883870069565949e-01,5.244648456573486328e-01
4.847575450290865229e-01,4.661971330642700195e-01
4.138979450186307529e-01,4.040896296501159668e-01
3.471327997856116232e-01,3.380740880966186523e-01
2.891521035369505888e-01,2.805579304695129395e-01
2.390661136813460874e-01,2.346659451723098755e-01
2.021106873267718984e-01,1.992728710174560547e-01
1.740556395439625537e-01,1.734026670455932617e-01
1.577915930169867531e-01,1.568385660648345947e-01
1.497561109592233097e-01,1.495328992605209351e-01
1.451268157618778865e-01,1.451455056667327881e-01
1.485764428552374949e-01,1.493654251098632812e-01
1.650503977857559479e-01,1.649121642112731934e-01
1.832359361770163619e-01,1.849770247936248779e-01
2.072704288490180013e-01,2.051224708557128906e-01
2.426855112043577734e-01,2.400441169738769531e-01
2.745190350707671367e-01,2.729871869087219238e-01
2.994583228754637561e-01,2.919331192970275879e-01
3.128151197662676353e-01,3.018925786018371582e-01
3.110291792409594636e-01,3.019977211952209473e-01
3.021442372036374224e-01,2.961656153202056885e-01
2.756555664005014838e-01,2.695313096046447754e-01
2.429618451488775033e-01,2.408611476421356201e-01
2.150494707243552073e-01,2.105651199817657471e-01
1.891448093716570356e-01,1.862643659114837646e-01
1.715063665757532996e-01,1.706286072731018066e-01
1.587882771177581698e-01,1.565564572811126709e-01
1.544104427854304240e-01,1.518896222114562988e-01
1.585100823817847671e-01,1.546435803174972534e-01
1.708173964957869773e-01,1.647522747516632080e-01
1.896667397218158024e-01,1.818576753139495850e-01
2.209345505164140855e-01,2.100122570991516113e-01
2.639390418022072859e-01,2.471085786819458008e-01
3.182048335710010445e-01,2.985684871673583984e-01
3.820235371900129184e-01,3.513243198394775391e-01
4.543306123126311658e-01,4.193162024021148682e-01
5.282108043547510956e-01,4.827365279197692871e-01
5.862325518369709831e-01,5.343909263610839844e-01
6.187073118395319815e-01,5.636473894119262695e-01
6.171918957765630820e-01,5.566005110740661621e-01
5.980634375797669877e-01,5.460646152496337891e-01
5.409932259401477594e-01,5.001542568206787109e-01
4.711976949884804644e-01,4.359473586082458496e-01
4.048450905192731430e-01,3.754236698150634766e-01
3.484339719677266856e-01,3.288660049438476562e-01
3.045583085774240528e-01,2.902593910694122314e-01
2.729039333621809948e-01,2.648963928222656250e-01
2.569796449598706900e-01,2.523530721664428711e-01
2.541729261648236204e-01,2.531046569347381592e-01
2.725693092266242012e-01,2.727316021919250488e-01
3.013725144275425372e-01,3.048710823059082031e-01
3.500148807559328445e-01,3.559937775135040283e-01
4.185750243648235780e-01,4.279661178588867188e-01
5.065301376547026724e-01,5.188613533973693848e-01
6.147496861438013216e-01,6.322481632232666016e-01
7.327535078112945577e-01,7.458649277687072754e-01
8.550813293331809284e-01,8.748003244400024414e-01
9.487722763230688194e-01,9.743546843528747559e-01
1.000000000000000000e+00,1.022195816040039062e+00
9.917875984276629531e-01,1.017195463180541992e+00
9.526884152269831096e-01,9.737963080406188965e-01
8.409407930302961187e-01,8.560547828674316406e-01
7.132668364381021808e-01,7.299002408981323242e-01
5.864903936900800474e-01,6.055473685264587402e-01
4.677352672569827230e-01,4.823824763298034668e-01
3.735620244399495138e-01,3.857836425304412842e-01
2.956166639546586317e-01,3.049772381782531738e-01
2.370733549751815050e-01,2.452010810375213623e-01
1.957690784887462510e-01,2.024574875831604004e-01
1.603719806703594597e-01,1.664691567420959473e-01
1.374758677567576304e-01,1.427622586488723755e-01
1.142628508612470034e-01,1.184604391455650330e-01
9.735397285062417916e-02,1.007255092263221741e-01
8.546527464445780042e-02,8.839163184165954590e-02
7.721743961735447193e-02,7.964381575584411621e-02
6.834047035122912950e-02,7.045213878154754639e-02
6.259724692252481570e-02,6.449518352746963501e-02
5.704202183268607118e-02,5.873148888349533081e-02
5.093317541187539210e-02,5.248412489891052246e-02
4.590271696049147421e-02,4.714886099100112915e-02
4.418155105796551380e-02,4.524606838822364807e-02
