1.377112497665990490e-02,4.973404116531346050e-03,1.789629897245711282e-02,2.500077665871302049e-02,5.824968362805135053e-02,3.412848723850109289e-01,8.048368355270495433e-01,4.034495934725842448e-01,4.957820540699611755e-01,1.676480235125797635e-02,1.865687728417330660e-01,5.960652428818997289e-02,2.932894799420733556e-02,2.754993772777909397e-02,2.712824731345317084e-02,2.205658145490752356e-03
4.271657194865077735e-04,9.140112999774583204e-05,5.339561918349922494e-05,4.640226742310338205e-04,1.666999773702845236e-03,8.951797853439335748e-03,1.640292372960029318e-02,2.202968044184198601e-02,1.021784971204306100e-02,1.226400716840856471e-04,8.525304441763664753e-03,-1.779927732943159232e-04,1.150992341834243841e-03,6.440302681366374309e-04,9.407603711003823151e-04,8.844180905781548279e-05
1.021383782800376963e-02,3.865450028487152617e-03,1.362534310305567667e-02,1.744167580898340827e-02,4.755215631935970355e-02,2.771288206272042309e-01,6.391725016509642865e-01,3.358755966750288646e-01,4.345349730627373619e-01,1.298442527322196845e-02,1.481819559927984864e-01,4.701727396404227488e-02,2.565109581470858408e-02,2.274740584786128644e-02,2.290584889456232648e-02,1.628125429436499830e-03
1.223981999846834694e-02,4.586179702262853028e-03,1.662740972779849433e-02,2.268979366352968235e-02,6.248935892460252828e-02,3.840581663075549601e-01,8.199271410369458613e-01,4.298183085955671334e-01,4.865558966097814908e-01,1.570049052355022845e-02,1.697927638752493862e-01,5.150823200086841053e-02,3.038186967815359810e-02,2.669539691068258461e-02,2.878281407237808995e-02,2.098395210150324087e-03
9.041167697556608956e-03,3.187021615352222254e-03,1.072018232602629795e-02,1.411346077397317850e-02,3.671473034907833666e-02,2.089221853007061092e-01,5.047052199439020503e-01,2.718651463837722937e-01,3.371323087664209739e-01,1.061526574006217347e-02,1.261073872617010649e-01,3.865867542010421182e-02,2.115172011428027507e-02,1.877017303963100792e-02,1.832126824242983829e-02,1.296481880889444657e-03
1.299448793285029775e-02,4.797138163548789365e-03,1.581615838486797113e-02,2.075161401048012527e-02,5.932641573033751309e-02,3.503458418400859919e-01,7.885082758476035236e-01,4.300392539070153619e-01,5.045457302479434691e-01,1.580236598019971531e-02,1.819022381021633272e-01,5.531998375551629848e-02,3.234544745421408934e-02,2.786814268945483550e-02,2.976035598184948242e-02,2.025658355773825390e-03
8.464656479494738275e-03,2.989717947884973012e-03,1.225896431722813852e-02,1.900483594957167940e-02,4.647654790728446977e-02,2.861349052598757825e-01,5.908482707896354214e-01,2.891711658406192487e-01,3.478721596728938659e-01,1.241508072923650299e-02,1.157130212667007024e-01,3.892087340631074366e-02,1.697382645392096073e-02,1.564446570121245245e-02,2.315906897335960266e-02,1.560797710797738862e-03
6.629329272001338764e-03,3.630667356691505507e-03,1.200802909643277488e-02,1.485077148942140317e-02,4.695013302941365013e-02,2.834257130084930076e-01,5.572053666206031597e-01,3.157195584788398124e-01,4.342343806942103868e-01,1.173787060186794184e-02,1.222115052084326997e-01,4.284495684104325242e-02,2.036809854383647006e-02,1.983815932367457777e-02,2.306058854027764893e-02,1.629688279519029897e-03
4.868315879282019386e-03,2.305193036213975481e-03,5.924441404738726817e-03,6.906940295872089283e-03,2.142784295235357697e-02,1.177129452830358303e-01,2.675327748035165598e-01,1.679162722352040837e-01,2.127108201414950051e-01,5.373443723243104611e-03,7.536851323961404892e-02,2.155443497869191996e-02,1.271827929121900971e-02,1.190297303040495705e-02,9.701604305019260674e-03,1.027919209642791159e-03
5.965050939382241652e-04,3.028152813293893161e-04,6.492406063357655972e-04,1.118887221265958297e-03,5.224133330652788731e-03,1.501766782712940507e-02,6.982858503987551813e-02,2.801756662873261527e-02,7.340966902637291285e-03,1.298142675755636953e-03,1.121415858012326031e-02,2.595232221654644993e-03,1.465312681700675808e-03,1.875811356818254862e-03,2.026637306026246848e-03,2.396957598650998526e-04
1.100167654705612409e-03,2.486699417876812347e-04,5.734169941676922752e-04,1.476879908424945679e-03,3.799947372636190267e-03,1.585809123338809135e-02,8.603541545727472206e-02,1.462546829403716178e-02,2.518992845706602424e-02,1.567877077265775014e-03,5.905668521160464812e-03,2.487825821477125405e-03,1.594924510763226803e-03,1.379736751159259690e-03,1.069103727464242775e-03,2.511158449464862561e-04
9.618781726323107854e-04,4.273391273025373767e-04,1.232208246909967560e-03,1.823996511273904761e-03,6.238147920929543871e-03,3.438385191383774159e-02,7.196588681293697443e-02,4.852262593254816347e-02,2.268385840609915896e-02,1.495040456970929410e-03,1.951198687300034415e-02,3.783070103998844181e-03,3.181000513644172568e-03,2.439464442442581399e-03,3.463341858976299367e-03,2.899818347849687176e-04
5.117956055920627181e-04,9.921801408764547659e-05,4.535269364043920093e-04,6.391397585805333979e-04,2.865683259923356655e-03,9.141868855749217190e-03,3.281145296532843314e-02,1.984592920839223923e-02,1.500934084138005019e-02,4.862524297995038272e-04,6.594399541533180198e-03,1.223848332578526170e-03,6.948452581599321581e-04,3.716031804727331928e-04,1.550685417874624224e-03,1.308123867377162944e-04
6.619491065242969798e-04,1.777339928770672254e-04,1.227409714834223117e-03,1.666811178101438359e-03,3.003837101905511460e-03,2.159397303408275293e-02,1.267018893674656289e-02,3.109942363252780548e-02,4.243903815138519442e-02,2.684568218139039082e-04,1.127145493726207197e-02,3.358380535329336201e-03,1.522122992579660926e-03,7.456900045096648017e-04,1.349232456416411298e-03,7.509825374918482302e-05
7.625219446093609455e-04,4.692352374016141845e-04,1.095565063976096072e-03,1.869139030658884199e-03,7.854806411514297232e-03,2.617445159948591019e-02,8.940364032600127409e-02,4.873923344980765626e-02,1.014638563693982115e-02,1.773329508446118028e-03,1.870195437974082886e-02,3.868367539515134984e-03,2.791802523003714467e-03,2.658050780713076128e-03,3.822490079607230098e-03,2.923126522634112811e-04
8.530499341142167014e-03,2.610703375264809920e-03,1.127899964291450424e-02,1.803959644799256468e-02,4.364123090676887834e-02,2.681267716826303826e-01,5.684355262358894434e-01,2.836193442814083365e-01,2.926489955402463150e-01,1.071627978014997457e-02,1.080661374259851704e-01,3.125335029182837315e-02,1.882788016325933483e-02,1.560075803214920273e-02,1.999235125106877189e-02,1.474175773298826327e-03
8.955965750235257358e-03,3.820106817645350060e-03,1.112555818070920001e-02,1.576562991763730964e-02,4.729146642049262411e-02,2.774853199547420712e-01,5.707212863071052800e-01,3.362335195858501269e-01,3.896538293902843675e-01,1.196553952124639747e-02,1.333986947396287037e-01,4.071337921442211294e-02,2.192782922136462392e-02,1.978548563033142096e-02,2.418443674126980955e-02,1.820981086391073927e-03
3.842516841133802072e-04,1.381141160853539482e-04,8.513334246497336871e-04,1.218200458615043740e-03,2.845519845043183779e-03,6.821990179351361885e-03,5.287225479943461620e-02,1.197064579945258077e-02,2.224186751534008508e-02,1.107820127577276896e-03,3.441710780467550999e-03,1.658415267991414539e-03,1.870114673490359109e-04,7.882596587163881062e-04,1.949528739261214595e-03,3.579224165604484408e-05
5.492069977766434255e-03,2.514031779915874842e-03,8.687584993996246355e-03,1.048850722121023871e-02,3.384012819174588710e-02,1.975290577729404695e-01,4.158810056539467004e-01,2.384920574662493797e-01,3.004833467071412745e-01,7.663453296620127524e-03,8.842590512006530401e-02,2.497118977752660340e-02,1.539813846571464959e-02,1.455820697178075197e-02,1.391879324457322847e-02,1.352952401434137815e-03
1.269597731450370021e-03,3.697337793359084350e-04,1.262513340180700279e-03,2.144909420394956225e-03,6.344825021645172751e-03,3.309211914240026836e-02,9.636024930335597427e-02,3.297594996836794579e-02,2.745204533658682569e-02,2.297021699309235304e-03,1.334407849583247457e-02,5.089449452414514068e-03,2.800486287536873686e-03,1.888165459968870093e-03,2.979562801585478385e-03,2.932992102154682542e-04
8.956267301347801274e-03,3.819992515040067805e-03,1.112533970774095930e-02,1.576659328037276556e-02,4.729330257157086936e-02,2.774851168422970416e-01,5.707201054527407669e-01,3.362324438901999057e-01,3.896549038738941761e-01,1.196847897891301429e-02,1.333990044327766078e-01,4.071255145455585783e-02,2.192863044442833892e-02,1.978458304025982467e-02,2.418295341751901251e-02,1.822158058914157995e-03
1.103137076716429344e-03,1.883464499305252801e-04,6.540252500340290988e-04,9.922159299054153243e-04,3.581392100117832076e-03,1.465840649370147263e-02,7.421268015029751364e-02,1.546668809084070575e-02,1.469105419668459422e-02,1.523435903794993773e-03,4.930803074344219245e-03,2.325052258328557959e-03,1.646372478532534241e-03,1.376099979860413930e-03,1.193031202854196327e-03,2.629792469081154715e-04
1.296771050794102119e-02,3.859042140727937577e-03,1.561126368845109844e-02,2.422236087449710848e-02,6.038518149280831110e-02,3.449265600051643066e-01,7.789244485980795218e-01,4.094450074629790159e-01,4.677665258879055710e-01,1.591777107092041607e-02,1.700483382880000061e-01,4.873357232211910500e-02,2.738730963327174958e-02,2.242985408826339913e-02,3.100732795748091519e-02,2.272382627068176772e-03
6.644339985091893665e-04,4.424092256240612624e-04,1.175341086035066327e-03,1.863520829205360645e-03,7.708911685144917945e-03,2.272258338195415339e-02,1.128812210982724357e-01,3.984598622088080661e-02,5.080226202071574503e-04,2.277782651694996909e-03,1.437192152388434320e-02,3.742383918202323370e-03,2.719117287684315667e-03,2.870590127900518422e-03,3.238339951063986914e-03,3.573746704883066236e-04
3.376542706261060007e-04,1.600214701076477881e-04,3.813407687007347707e-04,4.226072414934015304e-04,1.929286360516206623e-03,7.336225626162653883e-03,1.498519047775245978e-02,1.209018515795724780e-02,1.647642115765135529e-02,4.029021730366408554e-04,4.364497012823545345e-03,1.309756017772743157e-03,4.832964752395888137e-04,8.223172440987519885e-04,3.737819240777670018e-04,4.342306373698614195e-05
5.822159203388190115e-04,1.881405379232657432e-04,9.207649416308403808e-04,9.895272046436527462e-04,4.196598973975194935e-03,1.313742452330749280e-02,7.523408778189311086e-02,2.428203572708175287e-02,2.155382759443486007e-02,1.530605979817475622e-03,1.001652682660923201e-02,2.546011138357459538e-03,2.157440149281085375e-03,1.479816901162727023e-03,1.445552159436508605e-03,2.808001008295754782e-04
1.060396988907501585e-03,2.319794753445532116e-04,8.781575758821896609e-04,1.280237132965366190e-03,4.012296854093334517e-03,2.683875146680439819e-02,6.936931282889037542e-02,2.090542088794497544e-02,2.777374738843024771e-02,1.675566378835043058e-03,9.087252567148637605e-03,3.757838234673939026e-03,1.436517622936852277e-03,1.067344461697380216e-03,1.465422544353734259e-03,2.711707897664767655e-04
