1.005566135297158992e+00,1.460712005482304489e-02,-1.933463631474504826e-02,9.860892746429317235e-01,1.809614590990478444e-02,4.697823093808927049e-03,1.001942522080856782e-02,2.075786248175101947e-02,2.801430525535020602e-02,4.430556331150474203e-01,5.180753760664034147e-01,1.310604175739534250e-01,8.060470968041860695e-01,1.618808194080711277e-02,4.823892546471052201e-02,6.036687827448890264e-02,2.961466517758768249e-02,9.167486101167902912e-03,3.086949275129547560e-02,3.456789411258388064e-03
1.016617787867092781e+00,8.965878711018504532e-03,-1.676646709014955813e-02,9.894661624361995589e-01,1.825746432387773815e-02,5.055174218131561377e-03,9.602591104303405053e-03,2.035603660135880399e-02,2.782588979761299250e-02,4.429805337784618047e-01,5.174691437328050592e-01,1.306079414873304034e-01,8.055077860490330588e-01,1.634787037585298114e-02,4.796492079156671612e-02,5.982535672530225890e-02,2.964314422179438815e-02,8.820976624962261967e-03,3.099757333585770672e-02,3.128082725652768254e-03
1.010875402677279711e+00,2.336763561496797009e-02,-1.810541676499387298e-02,9.893938169112678205e-01,1.869894743515444074e-02,5.015640259156763786e-03,9.907296237488812801e-03,2.074167602952874112e-02,2.816014414784980685e-02,4.429471715188561531e-01,5.178529303249670424e-01,1.303472922367114872e-01,8.054586992743454354e-01,1.604720833487613754e-02,4.766044938994124652e-02,6.009216830052525188e-02,2.996796124571553949e-02,8.922787473680783565e-03,3.133084472523667979e-02,3.105412746157280163e-03
1.009335910312028739e+00,1.137015970995991151e-02,-2.279329598745042512e-02,9.896323677389142759e-01,1.831021110608213945e-02,5.360443051153320621e-03,9.551647382152037360e-03,2.009369101344430156e-02,2.730242194902599007e-02,4.428099228588951441e-01,5.174426865373756845e-01,1.309193494098891131e-01,8.054943469620459151e-01,1.570433760140847387e-02,4.846861195491802138e-02,5.975234715128396185e-02,3.043824602998177614e-02,8.971622918002264760e-03,3.120513636044621938e-02,3.412713716936584263e-03
1.000270671446235049e+00,5.327212385777527551e-03,-1.783965400985201150e-02,9.982118080315334208e-01,1.879248532401109339e-02,5.143316599403401253e-03,9.626238635283855538e-03,2.007503723254154201e-02,2.771680547271939549e-02,4.428910418856661368e-01,5.177548667348417233e-01,1.309208676750747702e-01,8.059190179544871713e-01,1.581561758986859204e-02,4.764712717473743725e-02,6.046557203058640362e-02,2.983910330122011359e-02,9.118222676696643644e-03,3.082096270132572702e-02,3.328349964255854394e-03
1.007057154924589026e+00,1.012733900539436113e-02,-1.338021873856005614e-02,9.897930368225510422e-01,1.907208085005217615e-02,5.136951822903203756e-03,9.679768402097572305e-03,2.059214859112077842e-02,2.801813871589926494e-02,4.430220993428974907e-01,5.172841294107045629e-01,1.311422383457456764e-01,8.058217120994674021e-01,1.577962929411083279e-02,4.827488233988653371e-02,5.965344835632092196e-02,3.000777987123383339e-02,8.551105487529724741e-03,3.118435853417508147e-02,3.020766567092648264e-03
1.018595479737370413e+00,9.179889017723720165e-03,-2.191956813430250353e-02,9.891670311783508085e-01,1.890010117716640209e-02,5.028554620660700102e-03,1.020652174468719177e-02,2.040154951682417173e-02,2.738822339107382584e-02,4.428718317876284560e-01,5.181037625316475825e-01,1.303112001300638645e-01,8.051321293440210081e-01,1.622572713662092520e-02,4.841544044322936002e-02,5.963128501587969255e-02,3.051049756637964905e-02,9.293914663594866898e-03,3.069912813629750020e-02,3.308906681418237721e-03
1.016748061958623550e+00,1.726078021685291397e-02,-1.740112519988692638e-02,9.880417326986731252e-01,1.824156718597925303e-02,5.048838129404389051e-03,9.677655356234793685e-03,2.083067394444790971e-02,2.813038961397154591e-02,4.421461264369269117e-01,5.181045394427893358e-01,1.303019230020528996e-01,8.054708308908031800e-01,1.631889169493372718e-02,4.813155476852398057e-02,5.974392209258596459e-02,3.030871671884169394e-02,8.537992694845548611e-03,3.077738131132866373e-02,3.108514559864619664e-03
1.007111048678480225e+00,1.684201279339686205e-02,-3.188202887677810127e-02,9.939268046538121126e-01,1.896335353948005314e-02,4.953582379067241782e-03,1.019982710936526496e-02,2.054096946014871694e-02,2.793066826042962802e-02,4.425750200233117271e-01,5.180595518690339629e-01,1.308193758857320033e-01,8.057306334426427297e-01,1.619418674861402771e-02,4.847775224291497875e-02,6.010528328035825985e-02,2.992484373725757402e-02,9.296238686078900360e-03,3.044682860021704143e-02,3.551308003624982675e-03
1.008908779256686428e+00,2.284054999996388419e-02,-3.104939742331076780e-02,9.906971561503357115e-01,1.815153236561466502e-02,5.192485093471843269e-03,1.014853903675161893e-02,2.049165214872583629e-02,2.793052891419951431e-02,4.421640069301472353e-01,5.178745134299119757e-01,1.307769702958059277e-01,8.052216809879296777e-01,1.563945928258126880e-02,4.766860948959694005e-02,6.006680550726815199e-02,3.024264092617287916e-02,8.974491992503118992e-03,3.137020121204601303e-02,2.868808863008864493e-03
